376,429,428,49,294,456,103,442,195,481,261,0,364,326,409,273,443,144,244,280,469,382,309,417,78,241,130,176,214,523,461,126,432,247,206,175,255,21,485,156,506,306,384,444,3,369,424,160,17,462,24,52,533,1,351,61,180,135,243,31,305,33,55,161,304,211,279,117,231,312,38,298,222,473,74,291,198,397,123,181,45,491,7,521,522,149,449,458,154,525,459,453,115,368,406,338,460,102,314,223,65,75,239,479,518,99,359,83,334,322,436,504,263,84,229,28,377,92,226,166,94,58,172,62,535,275,484,505,425,337,106,319,529,110,221,104,405,169,530,531,383,48,44,509,259,266,71,185,105,532,131,327,5,270,47,528,80,109,366,264,142,141,43,2,502,125,517,495,512,440,526,274,272,254,303,136,163,37,360,209,173,171,527,448,114,129,451,539,217,403,98,97,204,101,108,215,216,483,408,14,316,168,269,46,420,13,248,477,519,374,277,396,265,344,282,178,89,341,362,390,68,431,296,30,207,159,8,147,311,375,182,500,419,464,196,358,91,302,188,402,413,395,394,56,177,128,501,157,246,225,29,143,455,435,82,508,53,119,467,434,81,308,22,23,278,478,292,42,57,454,415,86,471,116,250,490,287,9,134,64,356,447,520,186,202
224,97,4,5,5,5,512,316,33,128,258,513,256,517,517,355,384,10,512,129,11,516,516,12,67,130,457,15,198,131,289,324,423,224,297,450,337,66,393,69,22,480,498,23,376,128,262,393,26,260,26,257,389,257,353,32,135,133,132,32,33,34,416,394,353,304,417,291,64,448,39,248,513,358,289,225,199,102,264,514,237,320,528,88,228,320,450,451,268,517,224,104,108,353,112,321,162,368,102,160,66,72,392,161,75,202,378,162,80,449,81,192,259,85,86,89,134,361,93,195,96,96,97,97,98,265,356,101,101,106,107,252,329,370,115,224,118,166,119,530,121,122,123,256,537,325,126,428,128,520,412,192,384,392,139,139,170,193,194,141,141,365,143,266,144,144,442,149,150,154,154,329,352,155,162,162,164,165,166,310,171,173,234,184,202,372,208,539,201,202,202,202,203,352,215,216,217,220,268,230,418,233,233,237,241,241,249,251,254,257,259,260,267,272,273,274,283,284,288,288,291,292,295,297,423,303,307,309,310,315,316,317,323,327,330,489,344,346,347,483,354,358,378,455,373,381,385,393,401,402,402,407,482,421,426,488,430,433,435,436,436,437,438,445,446,449,451,452,454,488,468,468,472,479,482,489,490,498,500,530,515,519,520,523,536
4,428,-1,141,390,390,6,6,196,129,7,515,387,8,8,9,296,223,130,136,273,264,12,535,391,404,13,-1,231,524,258,71,426,193,207,229,19,263,522,453,255,322,23,-1,390,69,24,174,250,396,295,291,138,136,291,34,40,72,388,379,-1,-1,35,35,36,36,291,452,320,228,-1,69,41,41,42,226,42,71,44,387,46,448,139,180,421,290,99,294,526,262,401,57,507,59,59,418,60,212,469,65,222,257,73,386,-1,403,77,388,390,201,373,81,162,278,175,283,336,306,-1,165,190,131,98,243,470,274,100,-1,-1,324,-1,110,110,155,-1,417,-1,487,-1,333,137,308,365,168,124,458,-1,127,344,131,132,290,354,138,-1,-1,140,140,514,-1,-1,142,337,144,502,496,147,-1,-1,-1,-1,178,155,-1,-1,235,-1,-1,-1,167,-1,-1,180,-1,187,497,352,191,-1,380,-1,-1,-1,210,-1,217,-1,-1,221,-1,230,-1,477,-1,420,-1,299,-1,-1,-1,-1,-1,-1,336,387,-1,-1,-1,441,-1,-1,-1,-1,538,297,-1,-1,494,-1,-1,-1,343,-1,-1,-1,490,-1,-1,-1,349,-1,-1,395,359,-1,-1,-1,-1,-1,-1,-1,-1,414,-1,508,426,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,455,-1,-1,-1,-1,-1,-1,-1,-1,-1,501,-1,-1,-1,524,-1
364,4,-1,14,265,488,463,-1,261,322,461,261,8,396,396,363,9,-1,131,11,280,11,205,-1,487,13,241,-1,268,16,76,73,17,140,18,293,-1,20,268,459,-1,148,-1,-1,104,261,26,466,-1,144,-1,419,522,266,524,226,341,361,391,-1,-1,-1,357,499,-1,381,37,37,37,38,-1,40,177,511,460,68,366,43,-1,198,-1,99,47,408,454,229,419,296,529,394,54,432,215,503,535,100,-1,62,62,145,-1,-1,236,519,-1,76,358,201,335,333,-1,374,83,-1,-1,-1,211,220,-1,231,95,422,202,172,479,99,-1,-1,-1,-1,-1,-1,431,254,-1,424,-1,521,-1,510,385,-1,-1,172,-1,267,-1,-1,456,-1,532,133,137,-1,-1,-1,334,367,229,-1,-1,-1,465,147,-1,322,467,-1,-1,-1,-1,276,285,-1,-1,-1,-1,-1,-1,-1,-1,-1,526,-1,-1,210,189,-1,-1,-1,-1,-1,-1,428,-1,375,-1,-1,231,-1,-1,-1,-1,-1,414,-1,-1,-1,-1,-1,-1,-1,-1,389,-1,-1,-1,-1,-1,-1,-1,-1,-1,420,393,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,340,-1,-1,-1,-1,-1,-1,414,394,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,532,-1
109,225,-1,146,529,308,150,-1,7,388,367,135,521,276,276,204,362,-1,259,149,537,236,209,-1,173,-1,404,-1,16,20,79,143,433,205,242,357,-1,475,21,461,-1,532,-1,-1,424,327,38,25,-1,148,-1,41,534,396,270,483,379,203,527,-1,-1,-1,502,-1,-1,-1,73,298,232,111,-1,107,115,277,172,260,208,332,-1,237,-1,164,-1,47,103,328,113,397,274,269,-1,200,539,-1,-1,262,-1,-1,351,77,-1,-1,493,75,-1,-1,-1,77,-1,80,-1,-1,235,-1,-1,-1,371,402,-1,487,-1,-1,-1,509,-1,252,-1,-1,-1,-1,-1,-1,145,111,-1,459,-1,330,-1,119,-1,-1,-1,243,-1,213,-1,-1,-1,-1,-1,438,234,-1,-1,-1,439,432,264,-1,-1,-1,276,287,-1,-1,-1,-1,-1,-1,-1,277,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,465,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,359,-1,-1,-1,-1,-1,-1,359,395,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
432,-1,-1,149,21,21,120,-1,106,103,439,8,156,410,410,523,23,-1,263,90,30,123,146,-1,13,-1,346,-1,117,532,16,17,434,367,275,176,-1,383,533,525,-1,23,-1,-1,458,105,295,219,-1,154,-1,234,281,156,29,302,31,204,276,-1,-1,-1,-1,-1,-1,-1,239,270,360,-1,-1,299,475,474,-1,452,181,206,-1,45,-1,195,-1,-1,488,142,466,400,275,397,-1,-1,58,-1,-1,331,-1,-1,-1,-1,-1,-1,240,318,-1,-1,-1,398,-1,496,-1,-1,-1,-1,-1,-1,500,312,-1,169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,153,-1,-1,116,-1,118,-1,-1,-1,-1,-1,123,-1,506,-1,-1,-1,-1,-1,-1,498,-1,-1,-1,-1,247,141,-1,-1,-1,410,169,-1,-1,-1,-1,-1,-1,-1,374,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,471,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,414,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
179,-1,-1,534,154,473,-1,-1,461,7,-1,264,166,411,411,49,444,-1,520,-1,-1,63,310,-1,437,-1,-1,-1,469,278,114,375,435,17,53,18,-1,-1,535,273,-1,443,-1,-1,397,170,425,-1,-1,26,-1,270,28,29,-1,402,-1,114,281,-1,-1,-1,-1,-1,-1,-1,209,286,239,-1,-1,84,476,159,-1,42,-1,143,-1,464,-1,196,-1,-1,78,495,51,306,277,143,-1,-1,315,-1,-1,399,-1,-1,-1,-1,-1,-1,500,447,-1,-1,-1,303,-1,125,-1,-1,-1,-1,-1,-1,342,313,-1,298,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,254,-1,-1,376,-1,504,-1,-1,-1,-1,-1,-1,-1,124,-1,-1,-1,-1,-1,-1,339,-1,-1,-1,-1,248,-1,-1,-1,-1,349,309,-1,-1,-1,-1,-1,-1,-1,377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
499,-1,-1,410,170,63,-1,-1,430,427,-1,141,307,413,412,212,478,-1,10,-1,-1,-1,311,-1,151,-1,-1,-1,408,407,-1,-1,436,373,371,468,-1,-1,157,401,-1,-1,-1,-1,525,338,174,-1,-1,156,-1,112,168,160,-1,31,-1,61,32,-1,-1,-1,-1,-1,-1,-1,117,-1,405,-1,-1,88,-1,-1,-1,497,-1,398,-1,245,-1,324,-1,-1,527,49,443,307,151,527,-1,-1,221,-1,-1,112,-1,-1,-1,-1,-1,-1,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,284,-1,521,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,184,-1,-1,-1,-1,251,-1,-1,-1,-1,-1,185,-1,-1,-1,-1,-1,-1,-1,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
377,-1,-1,38,52,383,-1,-1,528,491,-1,18,181,414,413,149,-1,-1,139,-1,-1,-1,506,-1,249,-1,-1,-1,349,279,-1,-1,54,248,119,183,-1,-1,161,147,-1,-1,-1,-1,144,51,49,-1,-1,440,-1,404,44,294,-1,-1,-1,350,163,-1,-1,-1,-1,-1,-1,-1,380,-1,318,-1,-1,538,-1,-1,-1,-1,-1,399,-1,503,-1,59,-1,-1,48,341,478,180,152,182,-1,-1,191,-1,-1,272,-1,-1,-1,-1,-1,-1,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,-1,279,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,413,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
382,-1,-1,50,313,-1,-1,-1,504,141,-1,409,198,416,414,244,-1,-1,395,-1,-1,-1,382,-1,475,-1,-1,-1,127,416,-1,-1,437,345,218,152,-1,-1,291,308,-1,-1,-1,-1,49,213,306,-1,-1,441,-1,53,176,170,-1,-1,-1,31,36,-1,-1,-1,-1,-1,-1,-1,94,-1,-1,-1,-1,92,-1,-1,-1,-1,-1,242,-1,-1,-1,123,-1,-1,368,150,-1,52,153,54,-1,-1,-1,-1,-1,304,-1,-1,-1,-1,-1,-1,411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
